182, -9, 44
183, -9, 47
170, -14, 42
169, -15, 40
166, -17, 39
165, -18, 38
164, -18, 37
162, -21, 37
160, -22, 38
158, -23, 40
161, -21, 43
156, -24, 47
151, -27, 45
147, -28, 46
181, -9, 34
148, -28, 32
136, -32, 36
130, -37, 42
106, -46, 39
134, -34, 30
107, -46, 41
137, -31, 24
111, -44, 20
177, -10, 5
172, -12, 13
155, -24, 5
131, -36, 1
